attack,back,forward,jump,left,right,sneak,sprint,use,drop,inventory,ESC,camera1,camera2,startImage,hotbar
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,368,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,369,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,370,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,371,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,372,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,373,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,374,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,375,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,376,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,377,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,378,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,379,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,380,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,381,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,382,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,383,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,384,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,385,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,386,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,387,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,388,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,389,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,390,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,391,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,392,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,393,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,394,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,395,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,396,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,397,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,398,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,399,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,400,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,401,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,402,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,403,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,404,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,405,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,406,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,407,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,408,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,409,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,410,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,411,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,412,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,413,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,414,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,415,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,416,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,417,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,418,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,419,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,420,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,421,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,422,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,423,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,424,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,425,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,426,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,427,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,428,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,429,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,430,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,431,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,432,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,433,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,434,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,435,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,436,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,437,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,438,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,439,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,440,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,441,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,442,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,443,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,444,1
0,0,1,0,1,0,0,1,0,0,0,0,-0.6153942662021781,0.6153942662021781,445,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,446,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,447,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,448,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,449,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,450,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,451,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,452,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,453,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,454,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,455,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,456,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,457,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,458,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,459,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,460,1
0,0,0,0,1,0,0,0,0,0,0,0,-0.6153942662021781,-3.2153691330919005,461,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-1.6094986352788734,462,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,463,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,464,1
0,0,0,0,1,0,0,0,0,0,0,0,-0.6153942662021781,-1.6094986352788734,465,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,-1.6094986352788734,466,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,467,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,-0.6153942662021781,468,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,469,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,470,1
0,0,0,0,1,0,0,0,0,0,0,0,-1.6094986352788734,0.6153942662021781,471,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,472,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,473,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,474,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,475,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,476,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,477,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,478,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,479,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,480,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,481,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,482,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,483,1
0,0,1,0,1,0,0,0,0,0,0,0,-0.6153942662021781,0.0,484,1
0,0,1,1,1,0,0,0,0,0,0,0,-0.6153942662021781,0.0,485,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,486,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,487,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,488,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,489,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,490,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,491,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,492,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,493,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,494,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,495,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,496,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,497,1
0,0,1,0,1,0,0,0,0,0,0,0,-1.6094986352788734,-0.6153942662021781,498,1
0,0,1,0,0,0,0,0,0,0,0,0,-3.2153691330919005,-1.6094986352788734,499,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,500,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,501,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,502,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,503,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,504,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,505,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,506,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,507,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,508,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,509,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,510,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,511,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,512,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,513,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,514,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,515,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,516,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,517,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,518,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,519,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,520,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,521,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,522,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,523,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,524,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,525,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,526,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,527,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,528,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,529,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,530,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,531,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,532,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,533,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,534,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,535,1
0,0,1,0,0,1,0,0,0,0,0,0,-0.6153942662021781,3.2153691330919005,536,1
0,0,1,0,0,0,0,0,0,0,0,0,-1.6094986352788734,5.809483127522302,537,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,538,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,10.0,539,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,540,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,541,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,542,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,543,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,544,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,545,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,546,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,547,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,548,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,549,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,550,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,551,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,552,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,553,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,554,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,555,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,556,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,557,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,558,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,559,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,560,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,561,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,562,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,563,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,564,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,565,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,566,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,567,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,568,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,569,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,570,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,571,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,572,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,573,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,574,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,575,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,576,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,577,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,578,1
0,0,1,0,0,0,0,1,0,0,0,0,0.6153942662021781,-0.6153942662021781,579,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,580,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,581,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-1.6094986352788734,582,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,583,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,584,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,585,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,586,1
0,0,1,0,1,0,0,1,0,0,0,0,0.0,0.0,587,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,588,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,589,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,590,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,591,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,592,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,593,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,594,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,595,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,596,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,597,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,598,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,599,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,600,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,601,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,602,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,603,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,604,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,605,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,606,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,607,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,608,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,609,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,610,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,611,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,612,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,613,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,614,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,615,1
0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,616,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,617,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,618,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,619,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,620,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,621,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,622,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,623,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,624,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,625,1
0,0,1,0,0,0,0,0,0,0,0,0,1.6094986352788734,-5.809483127522302,626,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,-5.809483127522302,627,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-10.0,628,1
0,0,1,1,0,0,0,0,0,0,0,0,-3.2153691330919005,-10.0,629,1
0,0,1,0,0,0,0,0,0,0,0,0,-3.2153691330919005,-3.2153691330919005,630,1
0,0,1,1,0,0,0,0,0,0,0,0,-1.6094986352788734,-0.6153942662021781,631,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,632,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,633,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,634,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,635,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,636,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,637,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,638,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,639,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,640,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,1.6094986352788734,641,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,642,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,643,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,644,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,645,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,646,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,647,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,648,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,649,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,650,1
0,0,1,0,0,0,0,0,0,0,0,0,-1.6094986352788734,3.2153691330919005,651,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,3.2153691330919005,652,1
0,0,1,0,1,0,0,0,0,0,0,0,1.6094986352788734,5.809483127522302,653,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,1.6094986352788734,654,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,655,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,656,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,657,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,658,1
0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,659,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,660,1
0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,661,1
0,0,1,1,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,662,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,663,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,664,1
0,0,1,0,1,0,0,0,0,0,0,0,0.6153942662021781,3.2153691330919005,665,1
0,0,1,0,0,0,0,0,0,0,0,0,0.6153942662021781,3.2153691330919005,666,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,667,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,668,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,669,1
0,0,1,0,0,0,0,0,0,0,0,0,-0.6153942662021781,3.2153691330919005,670,1
0,0,1,0,0,0,0,1,0,0,0,0,-0.6153942662021781,5.809483127522302,671,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,5.809483127522302,672,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,673,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.6153942662021781,674,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,675,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,676,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,677,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,678,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.6153942662021781,679,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,680,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,681,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,682,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,683,1
0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,684,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,685,1
0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,686,1
0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,687,1
0,0,0,0,0,0,0,0,0,0,1,0,-0.6153942662021781,1.6094986352788734,688,1
0,0,0,0,0,0,0,0,0,0,1,0,3.2153691330919005,-1.6094986352788734,689,1
0,0,0,0,0,0,0,0,0,0,1,0,3.2153691330919005,-3.2153691330919005,690,1
0,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,-1.6094986352788734,691,1
0,0,0,0,0,0,0,0,0,0,0,0,3.2153691330919005,10.0,692,1
0,0,0,0,0,0,0,0,0,0,0,0,-1.6094986352788734,-5.809483127522302,693,1
0,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,5.809483127522302,694,1
0,0,0,0,0,0,0,0,0,0,0,0,-3.2153691330919005,1.6094986352788734,695,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,696,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,3.2153691330919005,697,1
0,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.6153942662021781,698,1
0,0,0,0,0,0,0,0,0,0,0,0,3.2153691330919005,-3.2153691330919005,699,1
0,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,-10.0,700,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.809483127522302,701,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,3.2153691330919005,702,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,703,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,704,1
0,0,0,0,0,0,0,0,0,0,0,0,3.2153691330919005,3.2153691330919005,705,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.6153942662021781,706,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,707,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,708,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.6094986352788734,709,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,5.809483127522302,710,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,5.809483127522302,711,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.2153691330919005,712,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,-3.2153691330919005,713,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.809483127522302,714,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.6094986352788734,715,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-5.809483127522302,716,1
0,0,0,0,0,0,0,0,0,0,0,0,-1.6094986352788734,0.0,717,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1.6094986352788734,718,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,1.6094986352788734,719,1
0,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,3.2153691330919005,720,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,1.6094986352788734,721,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,-0.6153942662021781,722,1
0,0,0,0,0,0,0,0,0,0,0,0,0.6153942662021781,-3.2153691330919005,723,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,724,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,-0.6153942662021781,725,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,726,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.6153942662021781,727,1
0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6153942662021781,728,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,729,1
0,0,0,0,0,0,0,0,0,0,0,0,-0.6153942662021781,0.0,730,1
0,0,0,0,0,0,0,0,0,0,0,0,1.6094986352788734,0.0,731,1
1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,732,1
